"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Lezo";"Organismos extraterritoriales";"2001";0
"Lezo";"Organismos extraterritoriales";"2006";1
"Lezo";"Organismos extraterritoriales";"2011";0
"Lezo";"Organismos extraterritoriales";"2016";0
"Lizartza";"Total";"1996";240
"Lizartza";"Total";"2001";266
"Lizartza";"Total";"2006";289
"Lizartza";"Total";"2011";255
"Lizartza";"Total";"2016";278
"Lizartza";"Agricultura, ganadería, caza, silvicultura";"1996";4
"Lizartza";"Agricultura, ganadería, caza, silvicultura";"2001";6
"Lizartza";"Agricultura, ganadería, caza, silvicultura";"2006";7
"Lizartza";"Agricultura, ganadería, caza, silvicultura";"2011";3
"Lizartza";"Agricultura, ganadería, caza, silvicultura";"2016";5
"Lizartza";"Pesca, acuicultura";"1996";2
"Lizartza";"Pesca, acuicultura";"2001";1
"Lizartza";"Pesca, acuicultura";"2006";0
"Lizartza";"Pesca, acuicultura";"2011";0
"Lizartza";"Pesca, acuicultura";"2016";0
"Lizartza";"Industrias extractivas";"1996";2
"Lizartza";"Industrias extractivas";"2001";0
"Lizartza";"Industrias extractivas";"2006";0
"Lizartza";"Industrias extractivas";"2011";0
"Lizartza";"Industrias extractivas";"2016";0
"Lizartza";"Industria manufacturera";"1996";69
"Lizartza";"Industria manufacturera";"2001";101
"Lizartza";"Industria manufacturera";"2006";106
"Lizartza";"Industria manufacturera";"2011";101
"Lizartza";"Industria manufacturera";"2016";104
"Lizartza";"Producción y distribución de energía electrica, gas y agua";"1996";23
"Lizartza";"Producción y distribución de energía electrica, gas y agua";"2001";4
"Lizartza";"Producción y distribución de energía electrica, gas y agua";"2006";2
"Lizartza";"Producción y distribución de energía electrica, gas y agua";"2011";1
"Lizartza";"Producción y distribución de energía electrica, gas y agua";"2016";2
"Lizartza";"Construcción";"1996";37
"Lizartza";"Construcción";"2001";36
"Lizartza";"Construcción";"2006";34
"Lizartza";"Construcción";"2011";21
"Lizartza";"Construcción";"2016";27
"Lizartza";"Comercio y reparación";"1996";24
"Lizartza";"Comercio y reparación";"2001";22
"Lizartza";"Comercio y reparación";"2006";34
"Lizartza";"Comercio y reparación";"2011";23
"Lizartza";"Comercio y reparación";"2016";26
"Lizartza";"Hostelería";"1996";12
"Lizartza";"Hostelería";"2001";10
"Lizartza";"Hostelería";"2006";21
"Lizartza";"Hostelería";"2011";12
"Lizartza";"Hostelería";"2016";11
"Lizartza";"Transporte, almacenamiento y comunicaciones";"1996";16
"Lizartza";"Transporte, almacenamiento y comunicaciones";"2001";22
"Lizartza";"Transporte, almacenamiento y comunicaciones";"2006";12
"Lizartza";"Transporte, almacenamiento y comunicaciones";"2011";10
"Lizartza";"Transporte, almacenamiento y comunicaciones";"2016";16
"Lizartza";"Intermediación financiera";"1996";1
"Lizartza";"Intermediación financiera";"2001";4
"Lizartza";"Intermediación financiera";"2006";5
"Lizartza";"Intermediación financiera";"2011";3
"Lizartza";"Intermediación financiera";"2016";3
"Lizartza";"Alquiler, inmobiliarias y servicios a empresas";"1996";4
"Lizartza";"Alquiler, inmobiliarias y servicios a empresas";"2001";16
"Lizartza";"Alquiler, inmobiliarias y servicios a empresas";"2006";14
"Lizartza";"Alquiler, inmobiliarias y servicios a empresas";"2011";14
"Lizartza";"Alquiler, inmobiliarias y servicios a empresas";"2016";12
"Lizartza";"Administración pública";"1996";11
"Lizartza";"Administración pública";"2001";11
"Lizartza";"Administración pública";"2006";9
"Lizartza";"Administración pública";"2011";11
"Lizartza";"Administración pública";"2016";9
"Lizartza";"Educación";"1996";16
"Lizartza";"Educación";"2001";10
"Lizartza";"Educación";"2006";17
"Lizartza";"Educación";"2011";25
"Lizartza";"Educación";"2016";35
"Lizartza";"Actividades sanitarias y veterinarias;servicios sociales";"1996";8
"Lizartza";"Actividades sanitarias y veterinarias;servicios sociales";"2001";12
"Lizartza";"Actividades sanitarias y veterinarias;servicios sociales";"2006";12
"Lizartza";"Actividades sanitarias y veterinarias;servicios sociales";"2011";15
"Lizartza";"Actividades sanitarias y veterinarias;servicios sociales";"2016";15
"Lizartza";"Otras actividades sociales y servicios personales";"1996";9
"Lizartza";"Otras actividades sociales y servicios personales";"2001";3
"Lizartza";"Otras actividades sociales y servicios personales";"2006";12
"Lizartza";"Otras actividades sociales y servicios personales";"2011";8
"Lizartza";"Otras actividades sociales y servicios personales";"2016";11
"Lizartza";"Hogares que emplean personal doméstico";"1996";2
"Lizartza";"Hogares que emplean personal doméstico";"2001";8
"Lizartza";"Hogares que emplean personal doméstico";"2006";4
"Lizartza";"Hogares que emplean personal doméstico";"2011";8
"Lizartza";"Hogares que emplean personal doméstico";"2016";2
"Lizartza";"Organismos extraterritoriales";"1996";0
"Lizartza";"Organismos extraterritoriales";"2001";0
"Lizartza";"Organismos extraterritoriales";"2006";0
"Lizartza";"Organismos extraterritoriales";"2011";0
"Lizartza";"Organismos extraterritoriales";"2016";0
"Loiu";"Total";"1996";545
"Loiu";"Total";"2001";919
"Loiu";"Total";"2006";933
"Loiu";"Total";"2011";1034
"Loiu";"Total";"2016";971
"Loiu";"Agricultura, ganadería, caza, silvicultura";"1996";14
"Loiu";"Agricultura, ganadería, caza, silvicultura";"2001";23
"Loiu";"Agricultura, ganadería, caza, silvicultura";"2006";14
"Loiu";"Agricultura, ganadería, caza, silvicultura";"2011";7
"Loiu";"Agricultura, ganadería, caza, silvicultura";"2016";7
"Loiu";"Pesca, acuicultura";"1996";0
"Loiu";"Pesca, acuicultura";"2001";0
"Loiu";"Pesca, acuicultura";"2006";1
"Loiu";"Pesca, acuicultura";"2011";0
"Loiu";"Pesca, acuicultura";"2016";0
"Loiu";"Industrias extractivas";"1996";1
"Loiu";"Industrias extractivas";"2001";1
"Loiu";"Industrias extractivas";"2006";0
"Loiu";"Industrias extractivas";"2011";0
"Loiu";"Industrias extractivas";"2016";1
"Loiu";"Industria manufacturera";"1996";128
"Loiu";"Industria manufacturera";"2001";157
"Loiu";"Industria manufacturera";"2006";145
"Loiu";"Industria manufacturera";"2011";134
"Loiu";"Industria manufacturera";"2016";124
"Loiu";"Producción y distribución de energía electrica, gas y agua";"1996";11
"Loiu";"Producción y distribución de energía electrica, gas y agua";"2001";8
"Loiu";"Producción y distribución de energía electrica, gas y agua";"2006";4
"Loiu";"Producción y distribución de energía electrica, gas y agua";"2011";9
"Loiu";"Producción y distribución de energía electrica, gas y agua";"2016";11
"Loiu";"Construcción";"1996";11
"Loiu";"Construcción";"2001";51
"Loiu";"Construcción";"2006";60
"Loiu";"Construcción";"2011";71
"Loiu";"Construcción";"2016";53
"Loiu";"Comercio y reparación";"1996";66
"Loiu";"Comercio y reparación";"2001";151
"Loiu";"Comercio y reparación";"2006";149
"Loiu";"Comercio y reparación";"2011";165
"Loiu";"Comercio y reparación";"2016";148
"Loiu";"Hostelería";"1996";26
"Loiu";"Hostelería";"2001";51
"Loiu";"Hostelería";"2006";64
"Loiu";"Hostelería";"2011";73
"Loiu";"Hostelería";"2016";82
"Loiu";"Transporte, almacenamiento y comunicaciones";"1996";31
"Loiu";"Transporte, almacenamiento y comunicaciones";"2001";72
"Loiu";"Transporte, almacenamiento y comunicaciones";"2006";66
"Loiu";"Transporte, almacenamiento y comunicaciones";"2011";91
"Loiu";"Transporte, almacenamiento y comunicaciones";"2016";61
"Loiu";"Intermediación financiera";"1996";31
"Loiu";"Intermediación financiera";"2001";34
"Loiu";"Intermediación financiera";"2006";32
"Loiu";"Intermediación financiera";"2011";35
"Loiu";"Intermediación financiera";"2016";21
"Loiu";"Alquiler, inmobiliarias y servicios a empresas";"1996";45
"Loiu";"Alquiler, inmobiliarias y servicios a empresas";"2001";87
"Loiu";"Alquiler, inmobiliarias y servicios a empresas";"2006";125
"Loiu";"Alquiler, inmobiliarias y servicios a empresas";"2011";137
"Loiu";"Alquiler, inmobiliarias y servicios a empresas";"2016";138
"Loiu";"Administración pública";"1996";48
"Loiu";"Administración pública";"2001";73
"Loiu";"Administración pública";"2006";64
"Loiu";"Administración pública";"2011";72
"Loiu";"Administración pública";"2016";78
"Loiu";"Educación";"1996";68
"Loiu";"Educación";"2001";88
"Loiu";"Educación";"2006";77
"Loiu";"Educación";"2011";81
"Loiu";"Educación";"2016";83
"Loiu";"Actividades sanitarias y veterinarias;servicios sociales";"1996";41
"Loiu";"Actividades sanitarias y veterinarias;servicios sociales";"2001";71
"Loiu";"Actividades sanitarias y veterinarias;servicios sociales";"2006";67
"Loiu";"Actividades sanitarias y veterinarias;servicios sociales";"2011";82
"Loiu";"Actividades sanitarias y veterinarias;servicios sociales";"2016";93
"Loiu";"Otras actividades sociales y servicios personales";"1996";23
"Loiu";"Otras actividades sociales y servicios personales";"2001";37
"Loiu";"Otras actividades sociales y servicios personales";"2006";56
"Loiu";"Otras actividades sociales y servicios personales";"2011";66
"Loiu";"Otras actividades sociales y servicios personales";"2016";53
"Loiu";"Hogares que emplean personal doméstico";"1996";1
"Loiu";"Hogares que emplean personal doméstico";"2001";14
"Loiu";"Hogares que emplean personal doméstico";"2006";9
"Loiu";"Hogares que emplean personal doméstico";"2011";10
"Loiu";"Hogares que emplean personal doméstico";"2016";17
"Loiu";"Organismos extraterritoriales";"1996";0
"Loiu";"Organismos extraterritoriales";"2001";1
"Loiu";"Organismos extraterritoriales";"2006";0
"Loiu";"Organismos extraterritoriales";"2011";1
"Loiu";"Organismos extraterritoriales";"2016";1
"Mallabia";"Total";"1996";419
"Mallabia";"Total";"2001";549
"Mallabia";"Total";"2006";588
"Mallabia";"Total";"2011";516
"Mallabia";"Total";"2016";534
"Mallabia";"Agricultura, ganadería, caza, silvicultura";"1996";36
"Mallabia";"Agricultura, ganadería, caza, silvicultura";"2001";28
"Mallabia";"Agricultura, ganadería, caza, silvicultura";"2006";18
"Mallabia";"Agricultura, ganadería, caza, silvicultura";"2011";12
"Mallabia";"Agricultura, ganadería, caza, silvicultura";"2016";14
"Mallabia";"Pesca, acuicultura";"1996";6
"Mallabia";"Pesca, acuicultura";"2001";0
"Mallabia";"Pesca, acuicultura";"2006";1
"Mallabia";"Pesca, acuicultura";"2011";0
"Mallabia";"Pesca, acuicultura";"2016";0
"Mallabia";"Industrias extractivas";"1996";2
"Mallabia";"Industrias extractivas";"2001";0
"Mallabia";"Industrias extractivas";"2006";0
"Mallabia";"Industrias extractivas";"2011";0
"Mallabia";"Industrias extractivas";"2016";0
"Mallabia";"Industria manufacturera";"1996";164
"Mallabia";"Industria manufacturera";"2001";257
"Mallabia";"Industria manufacturera";"2006";249
"Mallabia";"Industria manufacturera";"2011";179
"Mallabia";"Industria manufacturera";"2016";188
"Mallabia";"Producción y distribución de energía electrica, gas y agua";"1996";3
"Mallabia";"Producción y distribución de energía electrica, gas y agua";"2001";1
"Mallabia";"Producción y distribución de energía electrica, gas y agua";"2006";0
"Mallabia";"Producción y distribución de energía electrica, gas y agua";"2011";4
"Mallabia";"Producción y distribución de energía electrica, gas y agua";"2016";5
"Mallabia";"Construcción";"1996";14
"Mallabia";"Construcción";"2001";34
"Mallabia";"Construcción";"2006";34
"Mallabia";"Construcción";"2011";33
"Mallabia";"Construcción";"2016";24
"Mallabia";"Comercio y reparación";"1996";76
"Mallabia";"Comercio y reparación";"2001";66
"Mallabia";"Comercio y reparación";"2006";78
"Mallabia";"Comercio y reparación";"2011";64
"Mallabia";"Comercio y reparación";"2016";64
"Mallabia";"Hostelería";"1996";28
"Mallabia";"Hostelería";"2001";23
"Mallabia";"Hostelería";"2006";23
"Mallabia";"Hostelería";"2011";22
"Mallabia";"Hostelería";"2016";24
"Mallabia";"Transporte, almacenamiento y comunicaciones";"1996";24
"Mallabia";"Transporte, almacenamiento y comunicaciones";"2001";28
"Mallabia";"Transporte, almacenamiento y comunicaciones";"2006";25
"Mallabia";"Transporte, almacenamiento y comunicaciones";"2011";30
"Mallabia";"Transporte, almacenamiento y comunicaciones";"2016";34
"Mallabia";"Intermediación financiera";"1996";2
"Mallabia";"Intermediación financiera";"2001";6
"Mallabia";"Intermediación financiera";"2006";4
"Mallabia";"Intermediación financiera";"2011";7
"Mallabia";"Intermediación financiera";"2016";7
"Mallabia";"Alquiler, inmobiliarias y servicios a empresas";"1996";11
"Mallabia";"Alquiler, inmobiliarias y servicios a empresas";"2001";18
"Mallabia";"Alquiler, inmobiliarias y servicios a empresas";"2006";50
"Mallabia";"Alquiler, inmobiliarias y servicios a empresas";"2011";45
"Mallabia";"Alquiler, inmobiliarias y servicios a empresas";"2016";53
"Mallabia";"Administración pública";"1996";11
"Mallabia";"Administración pública";"2001";21
"Mallabia";"Administración pública";"2006";19
"Mallabia";"Administración pública";"2011";19
"Mallabia";"Administración pública";"2016";16
"Mallabia";"Educación";"1996";21
"Mallabia";"Educación";"2001";25
"Mallabia";"Educación";"2006";38
"Mallabia";"Educación";"2011";50
"Mallabia";"Educación";"2016";51
"Mallabia";"Actividades sanitarias y veterinarias;servicios sociales";"1996";16
"Mallabia";"Actividades sanitarias y veterinarias;servicios sociales";"2001";26
"Mallabia";"Actividades sanitarias y veterinarias;servicios sociales";"2006";27
"Mallabia";"Actividades sanitarias y veterinarias;servicios sociales";"2011";28
"Mallabia";"Actividades sanitarias y veterinarias;servicios sociales";"2016";32
"Mallabia";"Otras actividades sociales y servicios personales";"1996";5
"Mallabia";"Otras actividades sociales y servicios personales";"2001";12
"Mallabia";"Otras actividades sociales y servicios personales";"2006";17
"Mallabia";"Otras actividades sociales y servicios personales";"2011";18
"Mallabia";"Otras actividades sociales y servicios personales";"2016";16
"Mallabia";"Hogares que emplean personal doméstico";"1996";0
"Mallabia";"Hogares que emplean personal doméstico";"2001";4
"Mallabia";"Hogares que emplean personal doméstico";"2006";5
"Mallabia";"Hogares que emplean personal doméstico";"2011";5
"Mallabia";"Hogares que emplean personal doméstico";"2016";6
"Mallabia";"Organismos extraterritoriales";"1996";0
"Mallabia";"Organismos extraterritoriales";"2001";0
"Mallabia";"Organismos extraterritoriales";"2006";0
"Mallabia";"Organismos extraterritoriales";"2011";0
"Mallabia";"Organismos extraterritoriales";"2016";0
"Mañaria";"Total";"1996";153
"Mañaria";"Total";"2001";204
"Mañaria";"Total";"2006";196
"Mañaria";"Total";"2011";217
"Mañaria";"Total";"2016";240
"Mañaria";"Agricultura, ganadería, caza, silvicultura";"1996";2
"Mañaria";"Agricultura, ganadería, caza, silvicultura";"2001";3
"Mañaria";"Agricultura, ganadería, caza, silvicultura";"2006";2
"Mañaria";"Agricultura, ganadería, caza, silvicultura";"2011";5
"Mañaria";"Agricultura, ganadería, caza, silvicultura";"2016";9
"Mañaria";"Pesca, acuicultura";"1996";0
"Mañaria";"Pesca, acuicultura";"2001";0
"Mañaria";"Pesca, acuicultura";"2006";0
"Mañaria";"Pesca, acuicultura";"2011";0
"Mañaria";"Pesca, acuicultura";"2016";0
"Mañaria";"Industrias extractivas";"1996";17
"Mañaria";"Industrias extractivas";"2001";5
"Mañaria";"Industrias extractivas";"2006";3
"Mañaria";"Industrias extractivas";"2011";7
"Mañaria";"Industrias extractivas";"2016";4
"Mañaria";"Industria manufacturera";"1996";64
"Mañaria";"Industria manufacturera";"2001";56
"Mañaria";"Industria manufacturera";"2006";64
"Mañaria";"Industria manufacturera";"2011";63
"Mañaria";"Industria manufacturera";"2016";70
"Mañaria";"Producción y distribución de energía electrica, gas y agua";"1996";4
"Mañaria";"Producción y distribución de energía electrica, gas y agua";"2001";2
"Mañaria";"Producción y distribución de energía electrica, gas y agua";"2006";1
"Mañaria";"Producción y distribución de energía electrica, gas y agua";"2011";0
"Mañaria";"Producción y distribución de energía electrica, gas y agua";"2016";0
"Mañaria";"Construcción";"1996";11
"Mañaria";"Construcción";"2001";22
"Mañaria";"Construcción";"2006";16
"Mañaria";"Construcción";"2011";16
"Mañaria";"Construcción";"2016";24
"Mañaria";"Comercio y reparación";"1996";10
"Mañaria";"Comercio y reparación";"2001";43
"Mañaria";"Comercio y reparación";"2006";38
"Mañaria";"Comercio y reparación";"2011";32
"Mañaria";"Comercio y reparación";"2016";25
"Mañaria";"Hostelería";"1996";6
"Mañaria";"Hostelería";"2001";7
"Mañaria";"Hostelería";"2006";5
"Mañaria";"Hostelería";"2011";18
"Mañaria";"Hostelería";"2016";17
"Mañaria";"Transporte, almacenamiento y comunicaciones";"1996";9
"Mañaria";"Transporte, almacenamiento y comunicaciones";"2001";15
"Mañaria";"Transporte, almacenamiento y comunicaciones";"2006";16
"Mañaria";"Transporte, almacenamiento y comunicaciones";"2011";17
"Mañaria";"Transporte, almacenamiento y comunicaciones";"2016";19
"Mañaria";"Intermediación financiera";"1996";2
"Mañaria";"Intermediación financiera";"2001";1
"Mañaria";"Intermediación financiera";"2006";1
"Mañaria";"Intermediación financiera";"2011";1
"Mañaria";"Intermediación financiera";"2016";1
"Mañaria";"Alquiler, inmobiliarias y servicios a empresas";"1996";3
"Mañaria";"Alquiler, inmobiliarias y servicios a empresas";"2001";5
"Mañaria";"Alquiler, inmobiliarias y servicios a empresas";"2006";11
"Mañaria";"Alquiler, inmobiliarias y servicios a empresas";"2011";11
"Mañaria";"Alquiler, inmobiliarias y servicios a empresas";"2016";13
"Mañaria";"Administración pública";"1996";2
"Mañaria";"Administración pública";"2001";9
"Mañaria";"Administración pública";"2006";6
"Mañaria";"Administración pública";"2011";11
"Mañaria";"Administración pública";"2016";8
"Mañaria";"Educación";"1996";10
"Mañaria";"Educación";"2001";14
"Mañaria";"Educación";"2006";15
"Mañaria";"Educación";"2011";17
"Mañaria";"Educación";"2016";22
"Mañaria";"Actividades sanitarias y veterinarias;servicios sociales";"1996";4
"Mañaria";"Actividades sanitarias y veterinarias;servicios sociales";"2001";6
"Mañaria";"Actividades sanitarias y veterinarias;servicios sociales";"2006";7
"Mañaria";"Actividades sanitarias y veterinarias;servicios sociales";"2011";6
"Mañaria";"Actividades sanitarias y veterinarias;servicios sociales";"2016";8
"Mañaria";"Otras actividades sociales y servicios personales";"1996";9
"Mañaria";"Otras actividades sociales y servicios personales";"2001";7
"Mañaria";"Otras actividades sociales y servicios personales";"2006";9
"Mañaria";"Otras actividades sociales y servicios personales";"2011";8
"Mañaria";"Otras actividades sociales y servicios personales";"2016";11
"Mañaria";"Hogares que emplean personal doméstico";"1996";0
"Mañaria";"Hogares que emplean personal doméstico";"2001";9
"Mañaria";"Hogares que emplean personal doméstico";"2006";2
"Mañaria";"Hogares que emplean personal doméstico";"2011";5
"Mañaria";"Hogares que emplean personal doméstico";"2016";9
"Mañaria";"Organismos extraterritoriales";"1996";0
"Mañaria";"Organismos extraterritoriales";"2001";0
"Mañaria";"Organismos extraterritoriales";"2006";0
"Mañaria";"Organismos extraterritoriales";"2011";0
"Mañaria";"Organismos extraterritoriales";"2016";0
"Markina-Xemein";"Total";"1996";1643
"Markina-Xemein";"Total";"2001";2023
"Markina-Xemein";"Total";"2006";2115
"Markina-Xemein";"Total";"2011";2135
"Markina-Xemein";"Total";"2016";2142
"Markina-Xemein";"Agricultura, ganadería, caza, silvicultura";"1996";79
"Markina-Xemein";"Agricultura, ganadería, caza, silvicultura";"2001";93
"Markina-Xemein";"Agricultura, ganadería, caza, silvicultura";"2006";69
"Markina-Xemein";"Agricultura, ganadería, caza, silvicultura";"2011";90
"Markina-Xemein";"Agricultura, ganadería, caza, silvicultura";"2016";96
"Markina-Xemein";"Pesca, acuicultura";"1996";22
"Markina-Xemein";"Pesca, acuicultura";"2001";22
"Markina-Xemein";"Pesca, acuicultura";"2006";18
"Markina-Xemein";"Pesca, acuicultura";"2011";21
"Markina-Xemein";"Pesca, acuicultura";"2016";12
"Markina-Xemein";"Industrias extractivas";"1996";30
"Markina-Xemein";"Industrias extractivas";"2001";29
"Markina-Xemein";"Industrias extractivas";"2006";13
"Markina-Xemein";"Industrias extractivas";"2011";12
"Markina-Xemein";"Industrias extractivas";"2016";6
"Markina-Xemein";"Industria manufacturera";"1996";673
"Markina-Xemein";"Industria manufacturera";"2001";834
"Markina-Xemein";"Industria manufacturera";"2006";866
"Markina-Xemein";"Industria manufacturera";"2011";818
"Markina-Xemein";"Industria manufacturera";"2016";811
"Markina-Xemein";"Producción y distribución de energía electrica, gas y agua";"1996";16
"Markina-Xemein";"Producción y distribución de energía electrica, gas y agua";"2001";13
"Markina-Xemein";"Producción y distribución de energía electrica, gas y agua";"2006";9
"Markina-Xemein";"Producción y distribución de energía electrica, gas y agua";"2011";9
"Markina-Xemein";"Producción y distribución de energía electrica, gas y agua";"2016";15
"Markina-Xemein";"Construcción";"1996";109
"Markina-Xemein";"Construcción";"2001";151
"Markina-Xemein";"Construcción";"2006";168
"Markina-Xemein";"Construcción";"2011";136
"Markina-Xemein";"Construcción";"2016";100
"Markina-Xemein";"Comercio y reparación";"1996";177
"Markina-Xemein";"Comercio y reparación";"2001";214
"Markina-Xemein";"Comercio y reparación";"2006";273
"Markina-Xemein";"Comercio y reparación";"2011";235
"Markina-Xemein";"Comercio y reparación";"2016";233
"Markina-Xemein";"Hostelería";"1996";74
"Markina-Xemein";"Hostelería";"2001";80
"Markina-Xemein";"Hostelería";"2006";79
"Markina-Xemein";"Hostelería";"2011";83
"Markina-Xemein";"Hostelería";"2016";79
"Markina-Xemein";"Transporte, almacenamiento y comunicaciones";"1996";88
"Markina-Xemein";"Transporte, almacenamiento y comunicaciones";"2001";90
"Markina-Xemein";"Transporte, almacenamiento y comunicaciones";"2006";71
"Markina-Xemein";"Transporte, almacenamiento y comunicaciones";"2011";86
"Markina-Xemein";"Transporte, almacenamiento y comunicaciones";"2016";87
"Markina-Xemein";"Intermediación financiera";"1996";35
"Markina-Xemein";"Intermediación financiera";"2001";48
"Markina-Xemein";"Intermediación financiera";"2006";36
"Markina-Xemein";"Intermediación financiera";"2011";38
"Markina-Xemein";"Intermediación financiera";"2016";25
"Markina-Xemein";"Alquiler, inmobiliarias y servicios a empresas";"1996";49
"Markina-Xemein";"Alquiler, inmobiliarias y servicios a empresas";"2001";61
"Markina-Xemein";"Alquiler, inmobiliarias y servicios a empresas";"2006";130
"Markina-Xemein";"Alquiler, inmobiliarias y servicios a empresas";"2011";143
"Markina-Xemein";"Alquiler, inmobiliarias y servicios a empresas";"2016";149
"Markina-Xemein";"Administración pública";"1996";33
"Markina-Xemein";"Administración pública";"2001";86
"Markina-Xemein";"Administración pública";"2006";69
"Markina-Xemein";"Administración pública";"2011";81
"Markina-Xemein";"Administración pública";"2016";98
"Markina-Xemein";"Educación";"1996";140
"Markina-Xemein";"Educación";"2001";181
"Markina-Xemein";"Educación";"2006";166
"Markina-Xemein";"Educación";"2011";198
"Markina-Xemein";"Educación";"2016";237
"Markina-Xemein";"Actividades sanitarias y veterinarias;servicios sociales";"1996";39
"Markina-Xemein";"Actividades sanitarias y veterinarias;servicios sociales";"2001";47
"Markina-Xemein";"Actividades sanitarias y veterinarias;servicios sociales";"2006";64
"Markina-Xemein";"Actividades sanitarias y veterinarias;servicios sociales";"2011";86
"Markina-Xemein";"Actividades sanitarias y veterinarias;servicios sociales";"2016";82
"Markina-Xemein";"Otras actividades sociales y servicios personales";"1996";76
"Markina-Xemein";"Otras actividades sociales y servicios personales";"2001";47
"Markina-Xemein";"Otras actividades sociales y servicios personales";"2006";61
"Markina-Xemein";"Otras actividades sociales y servicios personales";"2011";69
"Markina-Xemein";"Otras actividades sociales y servicios personales";"2016";62
"Markina-Xemein";"Hogares que emplean personal doméstico";"1996";3
"Markina-Xemein";"Hogares que emplean personal doméstico";"2001";27
"Markina-Xemein";"Hogares que emplean personal doméstico";"2006";23
"Markina-Xemein";"Hogares que emplean personal doméstico";"2011";30
"Markina-Xemein";"Hogares que emplean personal doméstico";"2016";50
"Markina-Xemein";"Organismos extraterritoriales";"1996";0
"Markina-Xemein";"Organismos extraterritoriales";"2001";0
"Markina-Xemein";"Organismos extraterritoriales";"2006";0
"Markina-Xemein";"Organismos extraterritoriales";"2011";0
"Markina-Xemein";"Organismos extraterritoriales";"2016";0
"Maruri-Jatabe";"Total";"1996";216
"Maruri-Jatabe";"Total";"2001";319
"Maruri-Jatabe";"Total";"2006";408
"Maruri-Jatabe";"Total";"2011";446
"Maruri-Jatabe";"Total";"2016";436
"Maruri-Jatabe";"Agricultura, ganadería, caza, silvicultura";"1996";22
"Maruri-Jatabe";"Agricultura, ganadería, caza, silvicultura";"2001";13
"Maruri-Jatabe";"Agricultura, ganadería, caza, silvicultura";"2006";5
"Maruri-Jatabe";"Agricultura, ganadería, caza, silvicultura";"2011";8
"Maruri-Jatabe";"Agricultura, ganadería, caza, silvicultura";"2016";10
"Maruri-Jatabe";"Pesca, acuicultura";"1996";2
"Maruri-Jatabe";"Pesca, acuicultura";"2001";1
"Maruri-Jatabe";"Pesca, acuicultura";"2006";0
"Maruri-Jatabe";"Pesca, acuicultura";"2011";0
"Maruri-Jatabe";"Pesca, acuicultura";"2016";0
"Maruri-Jatabe";"Industrias extractivas";"1996";0
"Maruri-Jatabe";"Industrias extractivas";"2001";0
"Maruri-Jatabe";"Industrias extractivas";"2006";0
"Maruri-Jatabe";"Industrias extractivas";"2011";0
"Maruri-Jatabe";"Industrias extractivas";"2016";0
"Maruri-Jatabe";"Industria manufacturera";"1996";50
"Maruri-Jatabe";"Industria manufacturera";"2001";76
"Maruri-Jatabe";"Industria manufacturera";"2006";71
"Maruri-Jatabe";"Industria manufacturera";"2011";82
"Maruri-Jatabe";"Industria manufacturera";"2016";65
"Maruri-Jatabe";"Producción y distribución de energía electrica, gas y agua";"1996";10
"Maruri-Jatabe";"Producción y distribución de energía electrica, gas y agua";"2001";10
"Maruri-Jatabe";"Producción y distribución de energía electrica, gas y agua";"2006";5
"Maruri-Jatabe";"Producción y distribución de energía electrica, gas y agua";"2011";4
"Maruri-Jatabe";"Producción y distribución de energía electrica, gas y agua";"2016";8
"Maruri-Jatabe";"Construcción";"1996";10
"Maruri-Jatabe";"Construcción";"2001";15
"Maruri-Jatabe";"Construcción";"2006";19
"Maruri-Jatabe";"Construcción";"2011";19
"Maruri-Jatabe";"Construcción";"2016";14
"Maruri-Jatabe";"Comercio y reparación";"1996";17
"Maruri-Jatabe";"Comercio y reparación";"2001";19
"Maruri-Jatabe";"Comercio y reparación";"2006";55
"Maruri-Jatabe";"Comercio y reparación";"2011";49
"Maruri-Jatabe";"Comercio y reparación";"2016";46
"Maruri-Jatabe";"Hostelería";"1996";13
"Maruri-Jatabe";"Hostelería";"2001";17
"Maruri-Jatabe";"Hostelería";"2006";20
"Maruri-Jatabe";"Hostelería";"2011";23
"Maruri-Jatabe";"Hostelería";"2016";36
"Maruri-Jatabe";"Transporte, almacenamiento y comunicaciones";"1996";12
"Maruri-Jatabe";"Transporte, almacenamiento y comunicaciones";"2001";19
"Maruri-Jatabe";"Transporte, almacenamiento y comunicaciones";"2006";21
"Maruri-Jatabe";"Transporte, almacenamiento y comunicaciones";"2011";32
"Maruri-Jatabe";"Transporte, almacenamiento y comunicaciones";"2016";20
"Maruri-Jatabe";"Intermediación financiera";"1996";5
"Maruri-Jatabe";"Intermediación financiera";"2001";10
"Maruri-Jatabe";"Intermediación financiera";"2006";14
"Maruri-Jatabe";"Intermediación financiera";"2011";12
"Maruri-Jatabe";"Intermediación financiera";"2016";13
"Maruri-Jatabe";"Alquiler, inmobiliarias y servicios a empresas";"1996";8
"Maruri-Jatabe";"Alquiler, inmobiliarias y servicios a empresas";"2001";26
"Maruri-Jatabe";"Alquiler, inmobiliarias y servicios a empresas";"2006";55
"Maruri-Jatabe";"Alquiler, inmobiliarias y servicios a empresas";"2011";62
"Maruri-Jatabe";"Alquiler, inmobiliarias y servicios a empresas";"2016";58
