"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Gautegiz Arteaga";"Paises del Magreb";"2012";19
"Gautegiz Arteaga";"Paises del Magreb";"2013";10
"Gautegiz Arteaga";"Paises del Magreb";"2014";10
"Gautegiz Arteaga";"Paises del Magreb";"2015";6
"Gautegiz Arteaga";"Paises del Magreb";"2016";5
"Gautegiz Arteaga";"Paises del Magreb";"2017";5
"Gautegiz Arteaga";"Paises del Magreb";"2018";12
"Gautegiz Arteaga";"Paises del Magreb";"2019";14
"Gautegiz Arteaga";"Paises del Magreb";"2020";11
"Gautegiz Arteaga";"Paises del Magreb";"2021";18
"Gautegiz Arteaga";"Resto de Africa";"2001";-
"Gautegiz Arteaga";"Resto de Africa";"2002";-
"Gautegiz Arteaga";"Resto de Africa";"2003";-
"Gautegiz Arteaga";"Resto de Africa";"2004";-
"Gautegiz Arteaga";"Resto de Africa";"2005";-
"Gautegiz Arteaga";"Resto de Africa";"2006";-
"Gautegiz Arteaga";"Resto de Africa";"2007";-
"Gautegiz Arteaga";"Resto de Africa";"2008";-
"Gautegiz Arteaga";"Resto de Africa";"2009";-
"Gautegiz Arteaga";"Resto de Africa";"2010";1
"Gautegiz Arteaga";"Resto de Africa";"2011";-
"Gautegiz Arteaga";"Resto de Africa";"2012";-
"Gautegiz Arteaga";"Resto de Africa";"2013";-
"Gautegiz Arteaga";"Resto de Africa";"2014";-
"Gautegiz Arteaga";"Resto de Africa";"2015";-
"Gautegiz Arteaga";"Resto de Africa";"2016";-
"Gautegiz Arteaga";"Resto de Africa";"2017";-
"Gautegiz Arteaga";"Resto de Africa";"2018";-
"Gautegiz Arteaga";"Resto de Africa";"2019";-
"Gautegiz Arteaga";"Resto de Africa";"2020";1
"Gautegiz Arteaga";"Resto de Africa";"2021";2
"Gautegiz Arteaga";"América del Sur";"2001";1
"Gautegiz Arteaga";"América del Sur";"2002";3
"Gautegiz Arteaga";"América del Sur";"2003";5
"Gautegiz Arteaga";"América del Sur";"2004";3
"Gautegiz Arteaga";"América del Sur";"2005";3
"Gautegiz Arteaga";"América del Sur";"2006";3
"Gautegiz Arteaga";"América del Sur";"2007";3
"Gautegiz Arteaga";"América del Sur";"2008";4
"Gautegiz Arteaga";"América del Sur";"2009";8
"Gautegiz Arteaga";"América del Sur";"2010";3
"Gautegiz Arteaga";"América del Sur";"2011";5
"Gautegiz Arteaga";"América del Sur";"2012";4
"Gautegiz Arteaga";"América del Sur";"2013";5
"Gautegiz Arteaga";"América del Sur";"2014";7
"Gautegiz Arteaga";"América del Sur";"2015";5
"Gautegiz Arteaga";"América del Sur";"2016";9
"Gautegiz Arteaga";"América del Sur";"2017";8
"Gautegiz Arteaga";"América del Sur";"2018";5
"Gautegiz Arteaga";"América del Sur";"2019";8
"Gautegiz Arteaga";"América del Sur";"2020";5
"Gautegiz Arteaga";"América del Sur";"2021";5
"Gautegiz Arteaga";"Resto de América";"2001";6
"Gautegiz Arteaga";"Resto de América";"2002";6
"Gautegiz Arteaga";"Resto de América";"2003";6
"Gautegiz Arteaga";"Resto de América";"2004";6
"Gautegiz Arteaga";"Resto de América";"2005";6
"Gautegiz Arteaga";"Resto de América";"2006";7
"Gautegiz Arteaga";"Resto de América";"2007";6
"Gautegiz Arteaga";"Resto de América";"2008";6
"Gautegiz Arteaga";"Resto de América";"2009";6
"Gautegiz Arteaga";"Resto de América";"2010";6
"Gautegiz Arteaga";"Resto de América";"2011";7
"Gautegiz Arteaga";"Resto de América";"2012";6
"Gautegiz Arteaga";"Resto de América";"2013";6
"Gautegiz Arteaga";"Resto de América";"2014";5
"Gautegiz Arteaga";"Resto de América";"2015";6
"Gautegiz Arteaga";"Resto de América";"2016";4
"Gautegiz Arteaga";"Resto de América";"2017";4
"Gautegiz Arteaga";"Resto de América";"2018";4
"Gautegiz Arteaga";"Resto de América";"2019";4
"Gautegiz Arteaga";"Resto de América";"2020";5
"Gautegiz Arteaga";"Resto de América";"2021";5
"Gautegiz Arteaga";"Asia y Oceanía";"2001";2
"Gautegiz Arteaga";"Asia y Oceanía";"2002";2
"Gautegiz Arteaga";"Asia y Oceanía";"2003";2
"Gautegiz Arteaga";"Asia y Oceanía";"2004";4
"Gautegiz Arteaga";"Asia y Oceanía";"2005";5
"Gautegiz Arteaga";"Asia y Oceanía";"2006";5
"Gautegiz Arteaga";"Asia y Oceanía";"2007";5
"Gautegiz Arteaga";"Asia y Oceanía";"2008";2
"Gautegiz Arteaga";"Asia y Oceanía";"2009";2
"Gautegiz Arteaga";"Asia y Oceanía";"2010";2
"Gautegiz Arteaga";"Asia y Oceanía";"2011";2
"Gautegiz Arteaga";"Asia y Oceanía";"2012";3
"Gautegiz Arteaga";"Asia y Oceanía";"2013";3
"Gautegiz Arteaga";"Asia y Oceanía";"2014";3
"Gautegiz Arteaga";"Asia y Oceanía";"2015";4
"Gautegiz Arteaga";"Asia y Oceanía";"2016";2
"Gautegiz Arteaga";"Asia y Oceanía";"2017";2
"Gautegiz Arteaga";"Asia y Oceanía";"2018";2
"Gautegiz Arteaga";"Asia y Oceanía";"2019";3
"Gautegiz Arteaga";"Asia y Oceanía";"2020";3
"Gautegiz Arteaga";"Asia y Oceanía";"2021";3
"Gaztelu";"Total";"2001";172
"Gaztelu";"Total";"2002";171
"Gaztelu";"Total";"2003";173
"Gaztelu";"Total";"2004";172
"Gaztelu";"Total";"2005";173
"Gaztelu";"Total";"2006";174
"Gaztelu";"Total";"2007";175
"Gaztelu";"Total";"2008";170
"Gaztelu";"Total";"2009";161
"Gaztelu";"Total";"2010";170
"Gaztelu";"Total";"2011";175
"Gaztelu";"Total";"2012";173
"Gaztelu";"Total";"2013";176
"Gaztelu";"Total";"2014";178
"Gaztelu";"Total";"2015";169
"Gaztelu";"Total";"2016";165
"Gaztelu";"Total";"2017";171
"Gaztelu";"Total";"2018";167
"Gaztelu";"Total";"2019";166
"Gaztelu";"Total";"2020";168
"Gaztelu";"Total";"2021";179
"Gaztelu";"España";"2001";172
"Gaztelu";"España";"2002";171
"Gaztelu";"España";"2003";173
"Gaztelu";"España";"2004";172
"Gaztelu";"España";"2005";173
"Gaztelu";"España";"2006";174
"Gaztelu";"España";"2007";175
"Gaztelu";"España";"2008";170
"Gaztelu";"España";"2009";161
"Gaztelu";"España";"2010";169
"Gaztelu";"España";"2011";171
"Gaztelu";"España";"2012";172
"Gaztelu";"España";"2013";175
"Gaztelu";"España";"2014";175
"Gaztelu";"España";"2015";166
"Gaztelu";"España";"2016";163
"Gaztelu";"España";"2017";167
"Gaztelu";"España";"2018";162
"Gaztelu";"España";"2019";161
"Gaztelu";"España";"2020";161
"Gaztelu";"España";"2021";172
"Gaztelu";"Europa del Este";"2001";-
"Gaztelu";"Europa del Este";"2002";-
"Gaztelu";"Europa del Este";"2003";-
"Gaztelu";"Europa del Este";"2004";-
"Gaztelu";"Europa del Este";"2005";-
"Gaztelu";"Europa del Este";"2006";-
"Gaztelu";"Europa del Este";"2007";-
"Gaztelu";"Europa del Este";"2008";-
"Gaztelu";"Europa del Este";"2009";-
"Gaztelu";"Europa del Este";"2010";-
"Gaztelu";"Europa del Este";"2011";-
"Gaztelu";"Europa del Este";"2012";-
"Gaztelu";"Europa del Este";"2013";-
"Gaztelu";"Europa del Este";"2014";-
"Gaztelu";"Europa del Este";"2015";-
"Gaztelu";"Europa del Este";"2016";-
"Gaztelu";"Europa del Este";"2017";-
"Gaztelu";"Europa del Este";"2018";-
"Gaztelu";"Europa del Este";"2019";-
"Gaztelu";"Europa del Este";"2020";-
"Gaztelu";"Europa del Este";"2021";-
"Gaztelu";"Resto de Europa";"2001";-
"Gaztelu";"Resto de Europa";"2002";-
"Gaztelu";"Resto de Europa";"2003";-
"Gaztelu";"Resto de Europa";"2004";-
"Gaztelu";"Resto de Europa";"2005";-
"Gaztelu";"Resto de Europa";"2006";-
"Gaztelu";"Resto de Europa";"2007";-
"Gaztelu";"Resto de Europa";"2008";-
"Gaztelu";"Resto de Europa";"2009";-
"Gaztelu";"Resto de Europa";"2010";-
"Gaztelu";"Resto de Europa";"2011";-
"Gaztelu";"Resto de Europa";"2012";-
"Gaztelu";"Resto de Europa";"2013";-
"Gaztelu";"Resto de Europa";"2014";-
"Gaztelu";"Resto de Europa";"2015";-
"Gaztelu";"Resto de Europa";"2016";-
"Gaztelu";"Resto de Europa";"2017";-
"Gaztelu";"Resto de Europa";"2018";-
"Gaztelu";"Resto de Europa";"2019";-
"Gaztelu";"Resto de Europa";"2020";-
"Gaztelu";"Resto de Europa";"2021";-
"Gaztelu";"Paises del Magreb";"2001";-
"Gaztelu";"Paises del Magreb";"2002";-
"Gaztelu";"Paises del Magreb";"2003";-
"Gaztelu";"Paises del Magreb";"2004";-
"Gaztelu";"Paises del Magreb";"2005";-
"Gaztelu";"Paises del Magreb";"2006";-
"Gaztelu";"Paises del Magreb";"2007";-
"Gaztelu";"Paises del Magreb";"2008";-
"Gaztelu";"Paises del Magreb";"2009";-
"Gaztelu";"Paises del Magreb";"2010";-
"Gaztelu";"Paises del Magreb";"2011";1
"Gaztelu";"Paises del Magreb";"2012";1
"Gaztelu";"Paises del Magreb";"2013";1
"Gaztelu";"Paises del Magreb";"2014";3
"Gaztelu";"Paises del Magreb";"2015";3
"Gaztelu";"Paises del Magreb";"2016";2
"Gaztelu";"Paises del Magreb";"2017";2
"Gaztelu";"Paises del Magreb";"2018";2
"Gaztelu";"Paises del Magreb";"2019";2
"Gaztelu";"Paises del Magreb";"2020";1
"Gaztelu";"Paises del Magreb";"2021";2
"Gaztelu";"Resto de Africa";"2001";-
"Gaztelu";"Resto de Africa";"2002";-
"Gaztelu";"Resto de Africa";"2003";-
"Gaztelu";"Resto de Africa";"2004";-
"Gaztelu";"Resto de Africa";"2005";-
"Gaztelu";"Resto de Africa";"2006";-
"Gaztelu";"Resto de Africa";"2007";-
"Gaztelu";"Resto de Africa";"2008";-
"Gaztelu";"Resto de Africa";"2009";-
"Gaztelu";"Resto de Africa";"2010";1
"Gaztelu";"Resto de Africa";"2011";-
"Gaztelu";"Resto de Africa";"2012";-
"Gaztelu";"Resto de Africa";"2013";-
"Gaztelu";"Resto de Africa";"2014";-
"Gaztelu";"Resto de Africa";"2015";-
"Gaztelu";"Resto de Africa";"2016";-
"Gaztelu";"Resto de Africa";"2017";-
"Gaztelu";"Resto de Africa";"2018";1
"Gaztelu";"Resto de Africa";"2019";1
"Gaztelu";"Resto de Africa";"2020";1
"Gaztelu";"Resto de Africa";"2021";-
"Gaztelu";"América del Sur";"2001";-
"Gaztelu";"América del Sur";"2002";-
"Gaztelu";"América del Sur";"2003";-
"Gaztelu";"América del Sur";"2004";-
"Gaztelu";"América del Sur";"2005";-
"Gaztelu";"América del Sur";"2006";-
"Gaztelu";"América del Sur";"2007";-
"Gaztelu";"América del Sur";"2008";-
"Gaztelu";"América del Sur";"2009";-
"Gaztelu";"América del Sur";"2010";-
"Gaztelu";"América del Sur";"2011";3
"Gaztelu";"América del Sur";"2012";-
"Gaztelu";"América del Sur";"2013";-
"Gaztelu";"América del Sur";"2014";-
"Gaztelu";"América del Sur";"2015";-
"Gaztelu";"América del Sur";"2016";-
"Gaztelu";"América del Sur";"2017";-
"Gaztelu";"América del Sur";"2018";-
"Gaztelu";"América del Sur";"2019";-
"Gaztelu";"América del Sur";"2020";-
"Gaztelu";"América del Sur";"2021";-
"Gaztelu";"Resto de América";"2001";-
"Gaztelu";"Resto de América";"2002";-
"Gaztelu";"Resto de América";"2003";-
"Gaztelu";"Resto de América";"2004";-
"Gaztelu";"Resto de América";"2005";-
"Gaztelu";"Resto de América";"2006";-
"Gaztelu";"Resto de América";"2007";-
"Gaztelu";"Resto de América";"2008";-
"Gaztelu";"Resto de América";"2009";-
"Gaztelu";"Resto de América";"2010";-
"Gaztelu";"Resto de América";"2011";-
"Gaztelu";"Resto de América";"2012";-
"Gaztelu";"Resto de América";"2013";-
"Gaztelu";"Resto de América";"2014";-
"Gaztelu";"Resto de América";"2015";-
"Gaztelu";"Resto de América";"2016";-
"Gaztelu";"Resto de América";"2017";2
"Gaztelu";"Resto de América";"2018";2
"Gaztelu";"Resto de América";"2019";2
"Gaztelu";"Resto de América";"2020";5
"Gaztelu";"Resto de América";"2021";5
"Gaztelu";"Asia y Oceanía";"2001";-
"Gaztelu";"Asia y Oceanía";"2002";-
"Gaztelu";"Asia y Oceanía";"2003";-
"Gaztelu";"Asia y Oceanía";"2004";-
"Gaztelu";"Asia y Oceanía";"2005";-
"Gaztelu";"Asia y Oceanía";"2006";-
"Gaztelu";"Asia y Oceanía";"2007";-
"Gaztelu";"Asia y Oceanía";"2008";-
"Gaztelu";"Asia y Oceanía";"2009";-
"Gaztelu";"Asia y Oceanía";"2010";-
"Gaztelu";"Asia y Oceanía";"2011";-
"Gaztelu";"Asia y Oceanía";"2012";-
"Gaztelu";"Asia y Oceanía";"2013";-
"Gaztelu";"Asia y Oceanía";"2014";-
"Gaztelu";"Asia y Oceanía";"2015";-
"Gaztelu";"Asia y Oceanía";"2016";-
"Gaztelu";"Asia y Oceanía";"2017";-
"Gaztelu";"Asia y Oceanía";"2018";-
"Gaztelu";"Asia y Oceanía";"2019";-
"Gaztelu";"Asia y Oceanía";"2020";-
"Gaztelu";"Asia y Oceanía";"2021";-
"Gernika-Lumo";"Total";"2001";15259
"Gernika-Lumo";"Total";"2002";15222
"Gernika-Lumo";"Total";"2003";15212
"Gernika-Lumo";"Total";"2004";15312
"Gernika-Lumo";"Total";"2005";15452
"Gernika-Lumo";"Total";"2006";15622
"Gernika-Lumo";"Total";"2007";16025
"Gernika-Lumo";"Total";"2008";16099
"Gernika-Lumo";"Total";"2009";16089
"Gernika-Lumo";"Total";"2010";16114
"Gernika-Lumo";"Total";"2011";16246
"Gernika-Lumo";"Total";"2012";16584
"Gernika-Lumo";"Total";"2013";16620
"Gernika-Lumo";"Total";"2014";16528
"Gernika-Lumo";"Total";"2015";16493
"Gernika-Lumo";"Total";"2016";16595
"Gernika-Lumo";"Total";"2017";16602
"Gernika-Lumo";"Total";"2018";16657
"Gernika-Lumo";"Total";"2019";16725
"Gernika-Lumo";"Total";"2020";16808
"Gernika-Lumo";"Total";"2021";16826
"Gernika-Lumo";"España";"2001";15104
"Gernika-Lumo";"España";"2002";15038
"Gernika-Lumo";"España";"2003";14963
"Gernika-Lumo";"España";"2004";14892
"Gernika-Lumo";"España";"2005";14807
"Gernika-Lumo";"España";"2006";14839
"Gernika-Lumo";"España";"2007";14985
"Gernika-Lumo";"España";"2008";14865
"Gernika-Lumo";"España";"2009";14740
"Gernika-Lumo";"España";"2010";14743
"Gernika-Lumo";"España";"2011";14731
"Gernika-Lumo";"España";"2012";14844
"Gernika-Lumo";"España";"2013";14872
"Gernika-Lumo";"España";"2014";14866
"Gernika-Lumo";"España";"2015";14906
"Gernika-Lumo";"España";"2016";14916
"Gernika-Lumo";"España";"2017";14898
"Gernika-Lumo";"España";"2018";14962
"Gernika-Lumo";"España";"2019";14944
"Gernika-Lumo";"España";"2020";14904
"Gernika-Lumo";"España";"2021";14919
"Gernika-Lumo";"Europa del Este";"2001";7
"Gernika-Lumo";"Europa del Este";"2002";19
"Gernika-Lumo";"Europa del Este";"2003";62
"Gernika-Lumo";"Europa del Este";"2004";166
"Gernika-Lumo";"Europa del Este";"2005";296
"Gernika-Lumo";"Europa del Este";"2006";397
"Gernika-Lumo";"Europa del Este";"2007";561
"Gernika-Lumo";"Europa del Este";"2008";723
"Gernika-Lumo";"Europa del Este";"2009";798
"Gernika-Lumo";"Europa del Este";"2010";791
"Gernika-Lumo";"Europa del Este";"2011";886
"Gernika-Lumo";"Europa del Este";"2012";1021
"Gernika-Lumo";"Europa del Este";"2013";1010
"Gernika-Lumo";"Europa del Este";"2014";982
"Gernika-Lumo";"Europa del Este";"2015";1019
"Gernika-Lumo";"Europa del Este";"2016";1106
"Gernika-Lumo";"Europa del Este";"2017";1089
"Gernika-Lumo";"Europa del Este";"2018";1123
"Gernika-Lumo";"Europa del Este";"2019";1155
"Gernika-Lumo";"Europa del Este";"2020";1167
"Gernika-Lumo";"Europa del Este";"2021";1184
"Gernika-Lumo";"Resto de Europa";"2001";50
"Gernika-Lumo";"Resto de Europa";"2002";50
"Gernika-Lumo";"Resto de Europa";"2003";43
"Gernika-Lumo";"Resto de Europa";"2004";56
"Gernika-Lumo";"Resto de Europa";"2005";61
"Gernika-Lumo";"Resto de Europa";"2006";58
"Gernika-Lumo";"Resto de Europa";"2007";58
"Gernika-Lumo";"Resto de Europa";"2008";60
"Gernika-Lumo";"Resto de Europa";"2009";63
"Gernika-Lumo";"Resto de Europa";"2010";59
"Gernika-Lumo";"Resto de Europa";"2011";70
"Gernika-Lumo";"Resto de Europa";"2012";75
"Gernika-Lumo";"Resto de Europa";"2013";67
"Gernika-Lumo";"Resto de Europa";"2014";56
"Gernika-Lumo";"Resto de Europa";"2015";55
"Gernika-Lumo";"Resto de Europa";"2016";58
"Gernika-Lumo";"Resto de Europa";"2017";60
"Gernika-Lumo";"Resto de Europa";"2018";58
"Gernika-Lumo";"Resto de Europa";"2019";54
"Gernika-Lumo";"Resto de Europa";"2020";62
"Gernika-Lumo";"Resto de Europa";"2021";57
"Gernika-Lumo";"Paises del Magreb";"2001";4
"Gernika-Lumo";"Paises del Magreb";"2002";12
"Gernika-Lumo";"Paises del Magreb";"2003";12
"Gernika-Lumo";"Paises del Magreb";"2004";12
"Gernika-Lumo";"Paises del Magreb";"2005";24
"Gernika-Lumo";"Paises del Magreb";"2006";28
"Gernika-Lumo";"Paises del Magreb";"2007";40
"Gernika-Lumo";"Paises del Magreb";"2008";39
"Gernika-Lumo";"Paises del Magreb";"2009";56
"Gernika-Lumo";"Paises del Magreb";"2010";55
"Gernika-Lumo";"Paises del Magreb";"2011";73
"Gernika-Lumo";"Paises del Magreb";"2012";112
"Gernika-Lumo";"Paises del Magreb";"2013";108
"Gernika-Lumo";"Paises del Magreb";"2014";104
"Gernika-Lumo";"Paises del Magreb";"2015";86
"Gernika-Lumo";"Paises del Magreb";"2016";88
"Gernika-Lumo";"Paises del Magreb";"2017";83
"Gernika-Lumo";"Paises del Magreb";"2018";76
"Gernika-Lumo";"Paises del Magreb";"2019";89
"Gernika-Lumo";"Paises del Magreb";"2020";94
"Gernika-Lumo";"Paises del Magreb";"2021";117
"Gernika-Lumo";"Resto de Africa";"2001";5
"Gernika-Lumo";"Resto de Africa";"2002";5
"Gernika-Lumo";"Resto de Africa";"2003";3
"Gernika-Lumo";"Resto de Africa";"2004";4
"Gernika-Lumo";"Resto de Africa";"2005";5
"Gernika-Lumo";"Resto de Africa";"2006";7
"Gernika-Lumo";"Resto de Africa";"2007";9
"Gernika-Lumo";"Resto de Africa";"2008";6
"Gernika-Lumo";"Resto de Africa";"2009";3
"Gernika-Lumo";"Resto de Africa";"2010";13
"Gernika-Lumo";"Resto de Africa";"2011";17
"Gernika-Lumo";"Resto de Africa";"2012";36
"Gernika-Lumo";"Resto de Africa";"2013";53
"Gernika-Lumo";"Resto de Africa";"2014";66
"Gernika-Lumo";"Resto de Africa";"2015";58
"Gernika-Lumo";"Resto de Africa";"2016";70
"Gernika-Lumo";"Resto de Africa";"2017";70
"Gernika-Lumo";"Resto de Africa";"2018";59
"Gernika-Lumo";"Resto de Africa";"2019";56
"Gernika-Lumo";"Resto de Africa";"2020";63
"Gernika-Lumo";"Resto de Africa";"2021";56
"Gernika-Lumo";"América del Sur";"2001";23
"Gernika-Lumo";"América del Sur";"2002";33
"Gernika-Lumo";"América del Sur";"2003";68
"Gernika-Lumo";"América del Sur";"2004";124
"Gernika-Lumo";"América del Sur";"2005";184
"Gernika-Lumo";"América del Sur";"2006";205
"Gernika-Lumo";"América del Sur";"2007";263
"Gernika-Lumo";"América del Sur";"2008";298
"Gernika-Lumo";"América del Sur";"2009";310
"Gernika-Lumo";"América del Sur";"2010";326
"Gernika-Lumo";"América del Sur";"2011";340
"Gernika-Lumo";"América del Sur";"2012";366
"Gernika-Lumo";"América del Sur";"2013";355
"Gernika-Lumo";"América del Sur";"2014";314
"Gernika-Lumo";"América del Sur";"2015";232
"Gernika-Lumo";"América del Sur";"2016";218
"Gernika-Lumo";"América del Sur";"2017";246
"Gernika-Lumo";"América del Sur";"2018";191
"Gernika-Lumo";"América del Sur";"2019";213
"Gernika-Lumo";"América del Sur";"2020";263
"Gernika-Lumo";"América del Sur";"2021";241
"Gernika-Lumo";"Resto de América";"2001";39
"Gernika-Lumo";"Resto de América";"2002";40
"Gernika-Lumo";"Resto de América";"2003";39
"Gernika-Lumo";"Resto de América";"2004";40
"Gernika-Lumo";"Resto de América";"2005";45
"Gernika-Lumo";"Resto de América";"2006";43
"Gernika-Lumo";"Resto de América";"2007";43
"Gernika-Lumo";"Resto de América";"2008";53
"Gernika-Lumo";"Resto de América";"2009";50
"Gernika-Lumo";"Resto de América";"2010";52
"Gernika-Lumo";"Resto de América";"2011";55
"Gernika-Lumo";"Resto de América";"2012";57
"Gernika-Lumo";"Resto de América";"2013";63
"Gernika-Lumo";"Resto de América";"2014";63
"Gernika-Lumo";"Resto de América";"2015";50
"Gernika-Lumo";"Resto de América";"2016";63
"Gernika-Lumo";"Resto de América";"2017";82
"Gernika-Lumo";"Resto de América";"2018";89
"Gernika-Lumo";"Resto de América";"2019";113
"Gernika-Lumo";"Resto de América";"2020";150
"Gernika-Lumo";"Resto de América";"2021";147
"Gernika-Lumo";"Asia y Oceanía";"2001";27
"Gernika-Lumo";"Asia y Oceanía";"2002";25
"Gernika-Lumo";"Asia y Oceanía";"2003";22
"Gernika-Lumo";"Asia y Oceanía";"2004";18
"Gernika-Lumo";"Asia y Oceanía";"2005";30
"Gernika-Lumo";"Asia y Oceanía";"2006";45
"Gernika-Lumo";"Asia y Oceanía";"2007";66
"Gernika-Lumo";"Asia y Oceanía";"2008";55
"Gernika-Lumo";"Asia y Oceanía";"2009";69
"Gernika-Lumo";"Asia y Oceanía";"2010";75
"Gernika-Lumo";"Asia y Oceanía";"2011";74
"Gernika-Lumo";"Asia y Oceanía";"2012";73
"Gernika-Lumo";"Asia y Oceanía";"2013";92
"Gernika-Lumo";"Asia y Oceanía";"2014";77
"Gernika-Lumo";"Asia y Oceanía";"2015";87
"Gernika-Lumo";"Asia y Oceanía";"2016";76
"Gernika-Lumo";"Asia y Oceanía";"2017";74
"Gernika-Lumo";"Asia y Oceanía";"2018";99
"Gernika-Lumo";"Asia y Oceanía";"2019";101
"Gernika-Lumo";"Asia y Oceanía";"2020";105
"Gernika-Lumo";"Asia y Oceanía";"2021";105
"Getaria";"Total";"2001";2424
"Getaria";"Total";"2002";2416
"Getaria";"Total";"2003";2462
"Getaria";"Total";"2004";2474
"Getaria";"Total";"2005";2474
"Getaria";"Total";"2006";2474
"Getaria";"Total";"2007";2487
"Getaria";"Total";"2008";2557
"Getaria";"Total";"2009";2609
"Getaria";"Total";"2010";2651
"Getaria";"Total";"2011";2643
"Getaria";"Total";"2012";2653
"Getaria";"Total";"2013";2660
"Getaria";"Total";"2014";2696
"Getaria";"Total";"2015";2755
"Getaria";"Total";"2016";2791
"Getaria";"Total";"2017";2801
"Getaria";"Total";"2018";2831
"Getaria";"Total";"2019";2846
"Getaria";"Total";"2020";2830
"Getaria";"Total";"2021";2839
"Getaria";"España";"2001";2407
"Getaria";"España";"2002";2381
"Getaria";"España";"2003";2420
"Getaria";"España";"2004";2418
"Getaria";"España";"2005";2380
"Getaria";"España";"2006";2375
"Getaria";"España";"2007";2376
"Getaria";"España";"2008";2413
"Getaria";"España";"2009";2438
"Getaria";"España";"2010";2446
"Getaria";"España";"2011";2426
"Getaria";"España";"2012";2427
"Getaria";"España";"2013";2426
"Getaria";"España";"2014";2446
"Getaria";"España";"2015";2505
"Getaria";"España";"2016";2548
"Getaria";"España";"2017";2551
"Getaria";"España";"2018";2576
"Getaria";"España";"2019";2585
"Getaria";"España";"2020";2558
"Getaria";"España";"2021";2557
"Getaria";"Europa del Este";"2001";-
"Getaria";"Europa del Este";"2002";6
"Getaria";"Europa del Este";"2003";8
"Getaria";"Europa del Este";"2004";14
"Getaria";"Europa del Este";"2005";20
"Getaria";"Europa del Este";"2006";24
"Getaria";"Europa del Este";"2007";27
"Getaria";"Europa del Este";"2008";28
"Getaria";"Europa del Este";"2009";32
"Getaria";"Europa del Este";"2010";43
"Getaria";"Europa del Este";"2011";49
"Getaria";"Europa del Este";"2012";55
"Getaria";"Europa del Este";"2013";58
"Getaria";"Europa del Este";"2014";57
"Getaria";"Europa del Este";"2015";64
"Getaria";"Europa del Este";"2016";64
"Getaria";"Europa del Este";"2017";67
"Getaria";"Europa del Este";"2018";71
"Getaria";"Europa del Este";"2019";78
"Getaria";"Europa del Este";"2020";83
"Getaria";"Europa del Este";"2021";83
"Getaria";"Resto de Europa";"2001";8
"Getaria";"Resto de Europa";"2002";8
"Getaria";"Resto de Europa";"2003";8
"Getaria";"Resto de Europa";"2004";9
"Getaria";"Resto de Europa";"2005";10
"Getaria";"Resto de Europa";"2006";14
"Getaria";"Resto de Europa";"2007";12
"Getaria";"Resto de Europa";"2008";17
"Getaria";"Resto de Europa";"2009";19
"Getaria";"Resto de Europa";"2010";22
"Getaria";"Resto de Europa";"2011";21
"Getaria";"Resto de Europa";"2012";24
"Getaria";"Resto de Europa";"2013";27
"Getaria";"Resto de Europa";"2014";30
"Getaria";"Resto de Europa";"2015";23
"Getaria";"Resto de Europa";"2016";25
"Getaria";"Resto de Europa";"2017";26
"Getaria";"Resto de Europa";"2018";27
"Getaria";"Resto de Europa";"2019";25
"Getaria";"Resto de Europa";"2020";27
"Getaria";"Resto de Europa";"2021";32
"Getaria";"Paises del Magreb";"2001";3
"Getaria";"Paises del Magreb";"2002";5
"Getaria";"Paises del Magreb";"2003";5
"Getaria";"Paises del Magreb";"2004";3
"Getaria";"Paises del Magreb";"2005";14
"Getaria";"Paises del Magreb";"2006";11
"Getaria";"Paises del Magreb";"2007";16
"Getaria";"Paises del Magreb";"2008";19
"Getaria";"Paises del Magreb";"2009";18
"Getaria";"Paises del Magreb";"2010";19
"Getaria";"Paises del Magreb";"2011";23
"Getaria";"Paises del Magreb";"2012";23
"Getaria";"Paises del Magreb";"2013";19
"Getaria";"Paises del Magreb";"2014";25
"Getaria";"Paises del Magreb";"2015";25
"Getaria";"Paises del Magreb";"2016";26
"Getaria";"Paises del Magreb";"2017";28
"Getaria";"Paises del Magreb";"2018";27
"Getaria";"Paises del Magreb";"2019";24
"Getaria";"Paises del Magreb";"2020";29
"Getaria";"Paises del Magreb";"2021";26
"Getaria";"Resto de Africa";"2001";-
"Getaria";"Resto de Africa";"2002";1
"Getaria";"Resto de Africa";"2003";1
"Getaria";"Resto de Africa";"2004";3
"Getaria";"Resto de Africa";"2005";7
"Getaria";"Resto de Africa";"2006";8
"Getaria";"Resto de Africa";"2007";10
"Getaria";"Resto de Africa";"2008";18
"Getaria";"Resto de Africa";"2009";24
"Getaria";"Resto de Africa";"2010";34
"Getaria";"Resto de Africa";"2011";41
"Getaria";"Resto de Africa";"2012";46
"Getaria";"Resto de Africa";"2013";51
"Getaria";"Resto de Africa";"2014";45
"Getaria";"Resto de Africa";"2015";45
"Getaria";"Resto de Africa";"2016";40
"Getaria";"Resto de Africa";"2017";38
"Getaria";"Resto de Africa";"2018";44
"Getaria";"Resto de Africa";"2019";42
"Getaria";"Resto de Africa";"2020";39
"Getaria";"Resto de Africa";"2021";41
"Getaria";"América del Sur";"2001";6
"Getaria";"América del Sur";"2002";14
"Getaria";"América del Sur";"2003";19
"Getaria";"América del Sur";"2004";23
