"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Bizkaia";"Asia y Oceanía";"2019";6883
"Bizkaia";"Asia y Oceanía";"2020";7541
"Bizkaia";"Asia y Oceanía";"2021";7405
"Gipuzkoa";"Total";"2001";672434
"Gipuzkoa";"Total";"2002";676907
"Gipuzkoa";"Total";"2003";679063
"Gipuzkoa";"Total";"2004";681305
"Gipuzkoa";"Total";"2005";683820
"Gipuzkoa";"Total";"2006";686292
"Gipuzkoa";"Total";"2007";687316
"Gipuzkoa";"Total";"2008";693544
"Gipuzkoa";"Total";"2009";698267
"Gipuzkoa";"Total";"2010";700314
"Gipuzkoa";"Total";"2011";702897
"Gipuzkoa";"Total";"2012";705594
"Gipuzkoa";"Total";"2013";707891
"Gipuzkoa";"Total";"2014";708631
"Gipuzkoa";"Total";"2015";709991
"Gipuzkoa";"Total";"2016";710699
"Gipuzkoa";"Total";"2017";712801
"Gipuzkoa";"Total";"2018";714269
"Gipuzkoa";"Total";"2019";717197
"Gipuzkoa";"Total";"2020";720458
"Gipuzkoa";"Total";"2021";718887
"Gipuzkoa";"España";"2001";664282
"Gipuzkoa";"España";"2002";666824
"Gipuzkoa";"España";"2003";667296
"Gipuzkoa";"España";"2004";666717
"Gipuzkoa";"España";"2005";666379
"Gipuzkoa";"España";"2006";664075
"Gipuzkoa";"España";"2007";660337
"Gipuzkoa";"España";"2008";659299
"Gipuzkoa";"España";"2009";658495
"Gipuzkoa";"España";"2010";658180
"Gipuzkoa";"España";"2011";657789
"Gipuzkoa";"España";"2012";657770
"Gipuzkoa";"España";"2013";657976
"Gipuzkoa";"España";"2014";658276
"Gipuzkoa";"España";"2015";661785
"Gipuzkoa";"España";"2016";660738
"Gipuzkoa";"España";"2017";661136
"Gipuzkoa";"España";"2018";662988
"Gipuzkoa";"España";"2019";661399
"Gipuzkoa";"España";"2020";659305
"Gipuzkoa";"España";"2021";658048
"Gipuzkoa";"Europa del Este";"2001";357
"Gipuzkoa";"Europa del Este";"2002";643
"Gipuzkoa";"Europa del Este";"2003";1004
"Gipuzkoa";"Europa del Este";"2004";1412
"Gipuzkoa";"Europa del Este";"2005";1940
"Gipuzkoa";"Europa del Este";"2006";2843
"Gipuzkoa";"Europa del Este";"2007";3757
"Gipuzkoa";"Europa del Este";"2008";5897
"Gipuzkoa";"Europa del Este";"2009";6763
"Gipuzkoa";"Europa del Este";"2010";7005
"Gipuzkoa";"Europa del Este";"2011";7549
"Gipuzkoa";"Europa del Este";"2012";8063
"Gipuzkoa";"Europa del Este";"2013";8162
"Gipuzkoa";"Europa del Este";"2014";8169
"Gipuzkoa";"Europa del Este";"2015";8376
"Gipuzkoa";"Europa del Este";"2016";8722
"Gipuzkoa";"Europa del Este";"2017";9035
"Gipuzkoa";"Europa del Este";"2018";9227
"Gipuzkoa";"Europa del Este";"2019";9815
"Gipuzkoa";"Europa del Este";"2020";10188
"Gipuzkoa";"Europa del Este";"2021";10077
"Gipuzkoa";"Resto de Europa";"2001";4304
"Gipuzkoa";"Resto de Europa";"2002";4563
"Gipuzkoa";"Resto de Europa";"2003";4646
"Gipuzkoa";"Resto de Europa";"2004";5044
"Gipuzkoa";"Resto de Europa";"2005";5441
"Gipuzkoa";"Resto de Europa";"2006";6061
"Gipuzkoa";"Resto de Europa";"2007";6812
"Gipuzkoa";"Resto de Europa";"2008";7769
"Gipuzkoa";"Resto de Europa";"2009";8306
"Gipuzkoa";"Resto de Europa";"2010";8115
"Gipuzkoa";"Resto de Europa";"2011";8093
"Gipuzkoa";"Resto de Europa";"2012";8057
"Gipuzkoa";"Resto de Europa";"2013";8040
"Gipuzkoa";"Resto de Europa";"2014";7608
"Gipuzkoa";"Resto de Europa";"2015";7143
"Gipuzkoa";"Resto de Europa";"2016";6928
"Gipuzkoa";"Resto de Europa";"2017";6980
"Gipuzkoa";"Resto de Europa";"2018";6759
"Gipuzkoa";"Resto de Europa";"2019";6911
"Gipuzkoa";"Resto de Europa";"2020";7064
"Gipuzkoa";"Resto de Europa";"2021";7312
"Gipuzkoa";"Paises del Magreb";"2001";907
"Gipuzkoa";"Paises del Magreb";"2002";1178
"Gipuzkoa";"Paises del Magreb";"2003";1262
"Gipuzkoa";"Paises del Magreb";"2004";1604
"Gipuzkoa";"Paises del Magreb";"2005";1926
"Gipuzkoa";"Paises del Magreb";"2006";2473
"Gipuzkoa";"Paises del Magreb";"2007";3019
"Gipuzkoa";"Paises del Magreb";"2008";3736
"Gipuzkoa";"Paises del Magreb";"2009";4704
"Gipuzkoa";"Paises del Magreb";"2010";5093
"Gipuzkoa";"Paises del Magreb";"2011";5530
"Gipuzkoa";"Paises del Magreb";"2012";6196
"Gipuzkoa";"Paises del Magreb";"2013";7030
"Gipuzkoa";"Paises del Magreb";"2014";8012
"Gipuzkoa";"Paises del Magreb";"2015";8511
"Gipuzkoa";"Paises del Magreb";"2016";9200
"Gipuzkoa";"Paises del Magreb";"2017";9343
"Gipuzkoa";"Paises del Magreb";"2018";9593
"Gipuzkoa";"Paises del Magreb";"2019";10110
"Gipuzkoa";"Paises del Magreb";"2020";10983
"Gipuzkoa";"Paises del Magreb";"2021";10938
"Gipuzkoa";"Resto de Africa";"2001";265
"Gipuzkoa";"Resto de Africa";"2002";320
"Gipuzkoa";"Resto de Africa";"2003";332
"Gipuzkoa";"Resto de Africa";"2004";396
"Gipuzkoa";"Resto de Africa";"2005";483
"Gipuzkoa";"Resto de Africa";"2006";609
"Gipuzkoa";"Resto de Africa";"2007";736
"Gipuzkoa";"Resto de Africa";"2008";931
"Gipuzkoa";"Resto de Africa";"2009";1061
"Gipuzkoa";"Resto de Africa";"2010";1259
"Gipuzkoa";"Resto de Africa";"2011";1462
"Gipuzkoa";"Resto de Africa";"2012";1667
"Gipuzkoa";"Resto de Africa";"2013";1933
"Gipuzkoa";"Resto de Africa";"2014";2191
"Gipuzkoa";"Resto de Africa";"2015";2506
"Gipuzkoa";"Resto de Africa";"2016";2929
"Gipuzkoa";"Resto de Africa";"2017";3184
"Gipuzkoa";"Resto de Africa";"2018";3214
"Gipuzkoa";"Resto de Africa";"2019";3451
"Gipuzkoa";"Resto de Africa";"2020";3598
"Gipuzkoa";"Resto de Africa";"2021";3519
"Gipuzkoa";"América del Sur";"2001";1232
"Gipuzkoa";"América del Sur";"2002";2132
"Gipuzkoa";"América del Sur";"2003";3213
"Gipuzkoa";"América del Sur";"2004";4545
"Gipuzkoa";"América del Sur";"2005";5566
"Gipuzkoa";"América del Sur";"2006";7354
"Gipuzkoa";"América del Sur";"2007";8875
"Gipuzkoa";"América del Sur";"2008";10662
"Gipuzkoa";"América del Sur";"2009";12242
"Gipuzkoa";"América del Sur";"2010";12935
"Gipuzkoa";"América del Sur";"2011";13293
"Gipuzkoa";"América del Sur";"2012";13134
"Gipuzkoa";"América del Sur";"2013";13036
"Gipuzkoa";"América del Sur";"2014";11777
"Gipuzkoa";"América del Sur";"2015";8997
"Gipuzkoa";"América del Sur";"2016";8784
"Gipuzkoa";"América del Sur";"2017";8940
"Gipuzkoa";"América del Sur";"2018";7560
"Gipuzkoa";"América del Sur";"2019";8492
"Gipuzkoa";"América del Sur";"2020";10042
"Gipuzkoa";"América del Sur";"2021";9907
"Gipuzkoa";"Resto de América";"2001";688
"Gipuzkoa";"Resto de América";"2002";790
"Gipuzkoa";"Resto de América";"2003";830
"Gipuzkoa";"Resto de América";"2004";999
"Gipuzkoa";"Resto de América";"2005";1269
"Gipuzkoa";"Resto de América";"2006";1692
"Gipuzkoa";"Resto de América";"2007";2344
"Gipuzkoa";"Resto de América";"2008";3449
"Gipuzkoa";"Resto de América";"2009";4553
"Gipuzkoa";"Resto de América";"2010";5356
"Gipuzkoa";"Resto de América";"2011";6290
"Gipuzkoa";"Resto de América";"2012";7304
"Gipuzkoa";"Resto de América";"2013";7940
"Gipuzkoa";"Resto de América";"2014";8012
"Gipuzkoa";"Resto de América";"2015";7849
"Gipuzkoa";"Resto de América";"2016";8493
"Gipuzkoa";"Resto de América";"2017";9391
"Gipuzkoa";"Resto de América";"2018";10111
"Gipuzkoa";"Resto de América";"2019";12076
"Gipuzkoa";"Resto de América";"2020";14138
"Gipuzkoa";"Resto de América";"2021";13965
"Gipuzkoa";"Asia y Oceanía";"2001";399
"Gipuzkoa";"Asia y Oceanía";"2002";457
"Gipuzkoa";"Asia y Oceanía";"2003";480
"Gipuzkoa";"Asia y Oceanía";"2004";588
"Gipuzkoa";"Asia y Oceanía";"2005";816
"Gipuzkoa";"Asia y Oceanía";"2006";1185
"Gipuzkoa";"Asia y Oceanía";"2007";1436
"Gipuzkoa";"Asia y Oceanía";"2008";1801
"Gipuzkoa";"Asia y Oceanía";"2009";2143
"Gipuzkoa";"Asia y Oceanía";"2010";2371
"Gipuzkoa";"Asia y Oceanía";"2011";2891
"Gipuzkoa";"Asia y Oceanía";"2012";3403
"Gipuzkoa";"Asia y Oceanía";"2013";3774
"Gipuzkoa";"Asia y Oceanía";"2014";4586
"Gipuzkoa";"Asia y Oceanía";"2015";4824
"Gipuzkoa";"Asia y Oceanía";"2016";4905
"Gipuzkoa";"Asia y Oceanía";"2017";4792
"Gipuzkoa";"Asia y Oceanía";"2018";4817
"Gipuzkoa";"Asia y Oceanía";"2019";4943
"Gipuzkoa";"Asia y Oceanía";"2020";5140
"Gipuzkoa";"Asia y Oceanía";"2021";5121
"Añana (comarca)";"Total";"2001";4850
"Añana (comarca)";"Total";"2002";4945
"Añana (comarca)";"Total";"2003";4961
"Añana (comarca)";"Total";"2004";5166
"Añana (comarca)";"Total";"2005";5297
"Añana (comarca)";"Total";"2006";5420
"Añana (comarca)";"Total";"2007";5548
"Añana (comarca)";"Total";"2008";5654
"Añana (comarca)";"Total";"2009";5721
"Añana (comarca)";"Total";"2010";5905
"Añana (comarca)";"Total";"2011";5951
"Añana (comarca)";"Total";"2012";6023
"Añana (comarca)";"Total";"2013";5998
"Añana (comarca)";"Total";"2014";6016
"Añana (comarca)";"Total";"2015";5980
"Añana (comarca)";"Total";"2016";5930
"Añana (comarca)";"Total";"2017";6032
"Añana (comarca)";"Total";"2018";6075
"Añana (comarca)";"Total";"2019";6099
"Añana (comarca)";"Total";"2020";6159
"Añana (comarca)";"Total";"2021";6267
"Añana (comarca)";"España";"2001";4777
"Añana (comarca)";"España";"2002";4862
"Añana (comarca)";"España";"2003";4884
"Añana (comarca)";"España";"2004";5060
"Añana (comarca)";"España";"2005";5137
"Añana (comarca)";"España";"2006";5225
"Añana (comarca)";"España";"2007";5298
"Añana (comarca)";"España";"2008";5369
"Añana (comarca)";"España";"2009";5389
"Añana (comarca)";"España";"2010";5514
"Añana (comarca)";"España";"2011";5521
"Añana (comarca)";"España";"2012";5546
"Añana (comarca)";"España";"2013";5464
"Añana (comarca)";"España";"2014";5514
"Añana (comarca)";"España";"2015";5536
"Añana (comarca)";"España";"2016";5499
"Añana (comarca)";"España";"2017";5552
"Añana (comarca)";"España";"2018";5634
"Añana (comarca)";"España";"2019";5604
"Añana (comarca)";"España";"2020";5636
"Añana (comarca)";"España";"2021";5750
"Añana (comarca)";"Europa del Este";"2001";23
"Añana (comarca)";"Europa del Este";"2002";19
"Añana (comarca)";"Europa del Este";"2003";23
"Añana (comarca)";"Europa del Este";"2004";28
"Añana (comarca)";"Europa del Este";"2005";31
"Añana (comarca)";"Europa del Este";"2006";38
"Añana (comarca)";"Europa del Este";"2007";44
"Añana (comarca)";"Europa del Este";"2008";54
"Añana (comarca)";"Europa del Este";"2009";51
"Añana (comarca)";"Europa del Este";"2010";51
"Añana (comarca)";"Europa del Este";"2011";58
"Añana (comarca)";"Europa del Este";"2012";65
"Añana (comarca)";"Europa del Este";"2013";71
"Añana (comarca)";"Europa del Este";"2014";64
"Añana (comarca)";"Europa del Este";"2015";62
"Añana (comarca)";"Europa del Este";"2016";60
"Añana (comarca)";"Europa del Este";"2017";59
"Añana (comarca)";"Europa del Este";"2018";68
"Añana (comarca)";"Europa del Este";"2019";77
"Añana (comarca)";"Europa del Este";"2020";80
"Añana (comarca)";"Europa del Este";"2021";74
"Añana (comarca)";"Resto de Europa";"2001";23
"Añana (comarca)";"Resto de Europa";"2002";21
"Añana (comarca)";"Resto de Europa";"2003";21
"Añana (comarca)";"Resto de Europa";"2004";42
"Añana (comarca)";"Resto de Europa";"2005";75
"Añana (comarca)";"Resto de Europa";"2006";85
"Añana (comarca)";"Resto de Europa";"2007";104
"Añana (comarca)";"Resto de Europa";"2008";124
"Añana (comarca)";"Resto de Europa";"2009";139
"Añana (comarca)";"Resto de Europa";"2010";169
"Añana (comarca)";"Resto de Europa";"2011";167
"Añana (comarca)";"Resto de Europa";"2012";166
"Añana (comarca)";"Resto de Europa";"2013";159
"Añana (comarca)";"Resto de Europa";"2014";161
"Añana (comarca)";"Resto de Europa";"2015";155
"Añana (comarca)";"Resto de Europa";"2016";150
"Añana (comarca)";"Resto de Europa";"2017";156
"Añana (comarca)";"Resto de Europa";"2018";148
"Añana (comarca)";"Resto de Europa";"2019";155
"Añana (comarca)";"Resto de Europa";"2020";159
"Añana (comarca)";"Resto de Europa";"2021";156
"Añana (comarca)";"Paises del Magreb";"2001";2
"Añana (comarca)";"Paises del Magreb";"2002";5
"Añana (comarca)";"Paises del Magreb";"2003";2
"Añana (comarca)";"Paises del Magreb";"2004";3
"Añana (comarca)";"Paises del Magreb";"2005";3
"Añana (comarca)";"Paises del Magreb";"2006";2
"Añana (comarca)";"Paises del Magreb";"2007";9
"Añana (comarca)";"Paises del Magreb";"2008";9
"Añana (comarca)";"Paises del Magreb";"2009";48
"Añana (comarca)";"Paises del Magreb";"2010";63
"Añana (comarca)";"Paises del Magreb";"2011";89
"Añana (comarca)";"Paises del Magreb";"2012";148
"Añana (comarca)";"Paises del Magreb";"2013";171
"Añana (comarca)";"Paises del Magreb";"2014";166
"Añana (comarca)";"Paises del Magreb";"2015";139
"Añana (comarca)";"Paises del Magreb";"2016";137
"Añana (comarca)";"Paises del Magreb";"2017";161
"Añana (comarca)";"Paises del Magreb";"2018";144
"Añana (comarca)";"Paises del Magreb";"2019";163
"Añana (comarca)";"Paises del Magreb";"2020";169
"Añana (comarca)";"Paises del Magreb";"2021";174
"Añana (comarca)";"Resto de Africa";"2001";-
"Añana (comarca)";"Resto de Africa";"2002";-
"Añana (comarca)";"Resto de Africa";"2003";-
"Añana (comarca)";"Resto de Africa";"2004";-
"Añana (comarca)";"Resto de Africa";"2005";-
"Añana (comarca)";"Resto de Africa";"2006";-
"Añana (comarca)";"Resto de Africa";"2007";1
"Añana (comarca)";"Resto de Africa";"2008";2
"Añana (comarca)";"Resto de Africa";"2009";2
"Añana (comarca)";"Resto de Africa";"2010";2
"Añana (comarca)";"Resto de Africa";"2011";2
"Añana (comarca)";"Resto de Africa";"2012";2
"Añana (comarca)";"Resto de Africa";"2013";9
"Añana (comarca)";"Resto de Africa";"2014";9
"Añana (comarca)";"Resto de Africa";"2015";6
"Añana (comarca)";"Resto de Africa";"2016";12
"Añana (comarca)";"Resto de Africa";"2017";20
"Añana (comarca)";"Resto de Africa";"2018";17
"Añana (comarca)";"Resto de Africa";"2019";17
"Añana (comarca)";"Resto de Africa";"2020";19
"Añana (comarca)";"Resto de Africa";"2021";17
"Añana (comarca)";"América del Sur";"2001";19
"Añana (comarca)";"América del Sur";"2002";34
"Añana (comarca)";"América del Sur";"2003";27
"Añana (comarca)";"América del Sur";"2004";27
"Añana (comarca)";"América del Sur";"2005";42
"Añana (comarca)";"América del Sur";"2006";62
"Añana (comarca)";"América del Sur";"2007";83
"Añana (comarca)";"América del Sur";"2008";87
"Añana (comarca)";"América del Sur";"2009";78
"Añana (comarca)";"América del Sur";"2010";98
"Añana (comarca)";"América del Sur";"2011";103
"Añana (comarca)";"América del Sur";"2012";82
"Añana (comarca)";"América del Sur";"2013";91
"Añana (comarca)";"América del Sur";"2014";77
"Añana (comarca)";"América del Sur";"2015";55
"Añana (comarca)";"América del Sur";"2016";55
"Añana (comarca)";"América del Sur";"2017";61
"Añana (comarca)";"América del Sur";"2018";49
"Añana (comarca)";"América del Sur";"2019";61
"Añana (comarca)";"América del Sur";"2020";75
"Añana (comarca)";"América del Sur";"2021";78
"Añana (comarca)";"Resto de América";"2001";5
"Añana (comarca)";"Resto de América";"2002";3
"Añana (comarca)";"Resto de América";"2003";4
"Añana (comarca)";"Resto de América";"2004";6
"Añana (comarca)";"Resto de América";"2005";7
"Añana (comarca)";"Resto de América";"2006";8
"Añana (comarca)";"Resto de América";"2007";9
"Añana (comarca)";"Resto de América";"2008";8
"Añana (comarca)";"Resto de América";"2009";14
"Añana (comarca)";"Resto de América";"2010";8
"Añana (comarca)";"Resto de América";"2011";10
"Añana (comarca)";"Resto de América";"2012";12
"Añana (comarca)";"Resto de América";"2013";14
"Añana (comarca)";"Resto de América";"2014";20
"Añana (comarca)";"Resto de América";"2015";25
"Añana (comarca)";"Resto de América";"2016";14
"Añana (comarca)";"Resto de América";"2017";18
"Añana (comarca)";"Resto de América";"2018";10
"Añana (comarca)";"Resto de América";"2019";13
"Añana (comarca)";"Resto de América";"2020";17
"Añana (comarca)";"Resto de América";"2021";15
"Añana (comarca)";"Asia y Oceanía";"2001";1
"Añana (comarca)";"Asia y Oceanía";"2002";1
"Añana (comarca)";"Asia y Oceanía";"2003";-
"Añana (comarca)";"Asia y Oceanía";"2004";-
"Añana (comarca)";"Asia y Oceanía";"2005";2
"Añana (comarca)";"Asia y Oceanía";"2006";-
"Añana (comarca)";"Asia y Oceanía";"2007";-
"Añana (comarca)";"Asia y Oceanía";"2008";1
"Añana (comarca)";"Asia y Oceanía";"2009";-
"Añana (comarca)";"Asia y Oceanía";"2010";-
"Añana (comarca)";"Asia y Oceanía";"2011";1
"Añana (comarca)";"Asia y Oceanía";"2012";2
"Añana (comarca)";"Asia y Oceanía";"2013";19
"Añana (comarca)";"Asia y Oceanía";"2014";5
"Añana (comarca)";"Asia y Oceanía";"2015";2
"Añana (comarca)";"Asia y Oceanía";"2016";3
"Añana (comarca)";"Asia y Oceanía";"2017";5
"Añana (comarca)";"Asia y Oceanía";"2018";5
"Añana (comarca)";"Asia y Oceanía";"2019";9
"Añana (comarca)";"Asia y Oceanía";"2020";4
"Añana (comarca)";"Asia y Oceanía";"2021";3
"Arabako Lautada / Llanada Alavesa";"Total";"2001";227153
"Arabako Lautada / Llanada Alavesa";"Total";"2002";229715
"Arabako Lautada / Llanada Alavesa";"Total";"2003";232635
"Arabako Lautada / Llanada Alavesa";"Total";"2004";234552
"Arabako Lautada / Llanada Alavesa";"Total";"2005";237932
"Arabako Lautada / Llanada Alavesa";"Total";"2006";240897
"Arabako Lautada / Llanada Alavesa";"Total";"2007";243929
"Arabako Lautada / Llanada Alavesa";"Total";"2008";247371
"Arabako Lautada / Llanada Alavesa";"Total";"2009";250653
"Arabako Lautada / Llanada Alavesa";"Total";"2010";253511
"Arabako Lautada / Llanada Alavesa";"Total";"2011";254761
"Arabako Lautada / Llanada Alavesa";"Total";"2012";257458
"Arabako Lautada / Llanada Alavesa";"Total";"2013";256003
"Arabako Lautada / Llanada Alavesa";"Total";"2014";255941
"Arabako Lautada / Llanada Alavesa";"Total";"2015";257808
"Arabako Lautada / Llanada Alavesa";"Total";"2016";258641
"Arabako Lautada / Llanada Alavesa";"Total";"2017";259639
"Arabako Lautada / Llanada Alavesa";"Total";"2018";261289
"Arabako Lautada / Llanada Alavesa";"Total";"2019";263710
"Arabako Lautada / Llanada Alavesa";"Total";"2020";265868
"Arabako Lautada / Llanada Alavesa";"Total";"2021";265498
"Arabako Lautada / Llanada Alavesa";"España";"2001";223013
"Arabako Lautada / Llanada Alavesa";"España";"2002";223891
"Arabako Lautada / Llanada Alavesa";"España";"2003";225606
"Arabako Lautada / Llanada Alavesa";"España";"2004";225605
"Arabako Lautada / Llanada Alavesa";"España";"2005";226782
"Arabako Lautada / Llanada Alavesa";"España";"2006";227428
"Arabako Lautada / Llanada Alavesa";"España";"2007";228221
"Arabako Lautada / Llanada Alavesa";"España";"2008";228160
"Arabako Lautada / Llanada Alavesa";"España";"2009";228110
"Arabako Lautada / Llanada Alavesa";"España";"2010";228658
"Arabako Lautada / Llanada Alavesa";"España";"2011";228906
"Arabako Lautada / Llanada Alavesa";"España";"2012";229401
"Arabako Lautada / Llanada Alavesa";"España";"2013";229252
"Arabako Lautada / Llanada Alavesa";"España";"2014";229742
"Arabako Lautada / Llanada Alavesa";"España";"2015";233696
"Arabako Lautada / Llanada Alavesa";"España";"2016";234538
"Arabako Lautada / Llanada Alavesa";"España";"2017";235145
"Arabako Lautada / Llanada Alavesa";"España";"2018";237075
"Arabako Lautada / Llanada Alavesa";"España";"2019";237650
"Arabako Lautada / Llanada Alavesa";"España";"2020";237873
"Arabako Lautada / Llanada Alavesa";"España";"2021";238138
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2001";304
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2002";466
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2003";709
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2004";934
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2005";1153
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2006";1480
"Arabako Lautada / Llanada Alavesa";"Europa del Este";"2007";1791
