territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Araba / Álava;245 Fundición de metales;Miles de euros;2009;2363;245
Araba / Álava;245 Fundición de metales;Miles de euros;2010;1129;245
Araba / Álava;245 Fundición de metales;Miles de euros;2011;1431;245
Araba / Álava;245 Fundición de metales;Miles de euros;2012;16417;245
Araba / Álava;245 Fundición de metales;Miles de euros;2013;18641;245
Araba / Álava;245 Fundición de metales;Miles de euros;2014;16506;245
Araba / Álava;245 Fundición de metales;Miles de euros;2015;17075;245
Araba / Álava;245 Fundición de metales;Miles de euros;2016;19458;245
Araba / Álava;245 Fundición de metales;Miles de euros;2017;20966;245
Araba / Álava;245 Fundición de metales;Miles de euros;2018;18210;245
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1990;2249;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1991;1397;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1992;15209;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1993;9408;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1994;3992;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1995;6818;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1996;20536;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1997;9180;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1998;16122;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1999;5736;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2000;3788;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2001;9034;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2002;8749;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2003;7477;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2004;11274;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2005;28597;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2006;9669;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2007;10339;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2008;34134;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2009;20774;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2010;36942;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2011;24240;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2012;12449;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2013;31112;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2014;34317;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2015;29930;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2016;40230;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2017;30168;251
Araba / Álava;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2018;18757;251
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1990;627;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1991;199;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1992;111;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1993;47;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1994;1380;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1995;946;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1996;443;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1997;823;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1998;798;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1999;627;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2000;1099;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2001;2161;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2002;3184;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2003;4021;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2004;5909;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2005;8792;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2006;8029;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2007;4973;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2008;7893;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2009;14343;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2010;19709;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2011;3990;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2012;22425;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2013;27123;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2014;443;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2015;1652;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2016;1320;252
Araba / Álava;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2017;560;252
