territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2003;84;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2004;121;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2005;120;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2006;151;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2007;75;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2008;195;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2009;159;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2010;1618;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2011;1951;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2012;2210;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2013;4230;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2014;7679;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2015;1132;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2016;7013;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2017;12465;212
Gipuzkoa;212 Fabricación de especialidades farmacéuticas;Miles de euros;2018;3020;212
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1990;130293;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1991;129266;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1992;176530;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1993;148550;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1994;176393;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1995;195185;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1996;230548;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1997;218914;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1998;246301;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;1999;217650;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2000;205331;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2001;195530;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2002;164731;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2003;169539;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2004;124485;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2005;131225;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2006;169510;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2007;139147;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2008;127440;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2009;88984;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2010;97639;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2011;110128;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2012;108831;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2013;111096;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2014;111865;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2015;94173;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2016;68054;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2017;65580;221
Gipuzkoa;221 Fabricación de productos de caucho;Miles de euros;2018;77172;221
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1990;8682;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1991;10307;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1992;11655;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1993;11865;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1994;14026;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1995;20727;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1996;26354;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1997;30709;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1998;33589;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;1999;42607;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2000;54004;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2001;53593;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2002;58361;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2003;50853;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2004;56158;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2005;61369;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2006;66225;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2007;79306;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2008;84979;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2009;76134;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2010;89934;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2011;95457;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2012;97192;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2013;96356;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2014;102375;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2015;102605;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2016;113996;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2017;113843;222
Gipuzkoa;222 Fabricación de productos de plástico;Miles de euros;2018;115767;222
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1990;2108;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1991;1842;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1992;2629;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1993;3028;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1994;3760;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1995;4710;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1996;5241;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1997;6861;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1998;9212;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;1999;9550;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2000;8705;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2001;9915;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2002;9903;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2003;8823;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2004;9464;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2005;9086;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2006;10509;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2007;10012;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2008;9595;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2009;8251;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2010;8962;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2011;10548;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2012;10086;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2013;10882;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2014;10044;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2015;9941;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2016;10820;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2017;14391;231
Gipuzkoa;231 Fabricación de vidrio y productos de vidrio;Miles de euros;2018;20480;231
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1990;7345;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1991;7067;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1992;6750;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1993;5499;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1994;10070;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1995;10659;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1996;10788;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1997;17150;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1998;16095;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;1999;17778;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2000;19769;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2001;21074;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2002;22475;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2003;20621;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2004;19669;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2005;17519;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2006;18082;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2007;19656;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2008;20797;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2009;16898;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2010;23719;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2011;28460;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2012;30095;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2013;27900;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2014;34978;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2015;36557;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2016;36231;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2017;46431;232
Gipuzkoa;232 Fabricación de productos cerámicos refractarios;Miles de euros;2018;65889;232
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1990;360;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1991;408;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1992;274;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1993;128;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1994;258;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1995;406;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1996;338;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1997;656;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1998;456;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;1999;591;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2000;608;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2001;1305;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2002;1073;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2003;1213;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2004;1388;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2005;2429;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2006;3365;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2007;5996;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2008;12431;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2009;3563;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2010;2892;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2011;2047;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2012;1972;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2013;2390;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2014;2498;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2015;3195;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2016;3207;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2017;2383;233
Gipuzkoa;233 Fabricación de productos cerámicos para la construcción;Miles de euros;2018;2624;233
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1990;393;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1991;88;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1992;143;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1993;147;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1994;844;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1995;922;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1996;761;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1997;698;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1998;1276;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;1999;1744;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2000;2008;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2001;1854;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2002;942;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2003;1147;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2004;780;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2005;558;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2006;714;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2007;827;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2008;1277;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2009;468;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2010;669;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2011;739;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2012;541;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2013;818;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2014;859;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2015;685;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2016;455;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2017;493;234
Gipuzkoa;234 Fabricación de otros productos cerámicos;Miles de euros;2018;595;234
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1990;6498;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1991;6129;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1992;4567;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1993;3462;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1994;7184;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1995;7588;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1996;14169;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1997;12447;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1998;9132;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;1999;8657;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2000;8469;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2001;7343;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2002;10607;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2003;10705;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2004;12373;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2005;12614;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2006;16113;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2007;21299;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2008;20404;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2009;18600;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2010;24493;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2011;26166;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2012;21884;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2013;18495;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2014;23608;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2015;19942;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2016;18957;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2017;22132;235
Gipuzkoa;235 Fabricación de cemento, cal y yeso;Miles de euros;2018;24518;235
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1990;25;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1991;82;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1992;131;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1993;2;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1994;135;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1995;515;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1996;428;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1997;142;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1998;287;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;1999;189;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2000;456;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2001;820;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2002;750;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2003;759;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2004;1068;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2005;1155;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2006;2569;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2007;5240;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2008;5303;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2009;3508;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2010;4801;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2011;6138;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2012;7528;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2013;13392;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2014;13528;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2015;14403;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2016;13917;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2017;14945;236
Gipuzkoa;236 Fabricación de elementos de hormigón, cemento y yeso;Miles de euros;2018;16305;236
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1990;15894;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1991;16142;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1992;15231;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1993;20355;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1994;23452;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1995;28139;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1996;40502;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1997;37082;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1998;35080;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;1999;36358;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2000;40027;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2001;42257;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2002;41331;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2003;36315;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2004;30679;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2005;34474;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2006;38890;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2007;36996;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2008;32443;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2009;23136;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2010;16214;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2011;12398;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2012;11732;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2013;14659;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2014;10832;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2015;10824;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2016;7780;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2017;3968;237
Gipuzkoa;237 Corte, tallado y acabado de la piedra;Miles de euros;2018;3046;237
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1990;137;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1991;188;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1992;433;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1993;286;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1994;274;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1995;1260;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1996;1301;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1997;1948;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1998;1162;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;1999;1105;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2000;1505;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2001;2765;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2002;2012;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2003;1670;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2004;2275;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2005;2347;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2006;2320;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2007;3304;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2008;2988;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2009;2149;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2010;3463;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2011;4308;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2012;5387;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2013;5024;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2014;7526;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2015;8418;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2016;6424;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2017;7550;239
Gipuzkoa;239 Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.;Miles de euros;2018;7937;239
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1990;147208;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1991;179776;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1992;164910;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1993;209801;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1994;249084;241
